SK_ID_CURR,TARGET,AMT_INCOME_TOTAL,AMT_CREDIT_SUM
114496,0,112500,111807
114500,0,270000,675000
114508,0,112500,180000
114514,0,112500,27135
114520,0,180000,45000
114527,0,94500,573979.6
114543,0,85500,78813
114565,0,112500,130671
114567,0,247500,70065
114569,0,180000,0
114570,0,315000,900000
114576,0,157500,252000
114578,0,225000,69714
114579,0,112500,556227
114585,0,157500,167292
114592,1,202500,745920
114616,0,225000,225000
114636,0,189000,881550
114638,1,297000,480960
114649,0,216000,450000
114652,1,270000,120932.1
114656,0,76500,130500
114658,0,157500,23400
114659,0,202500,225000
114672,0,270000,27479.97
114676,0,76500,25794
114677,0,135000,72976.5
114678,0,116550,0
114687,0,108000,13500
114695,0,157500,94527
114697,0,112500,62365.5
114699,0,121500,4500
114707,0,180000,450000
114711,1,180000,196920
114717,1,157500,103720.5
114738,0,225000,94500
114742,0,256500,29281.5
114743,0,135000,135000
114746,0,247500,120410.6
114747,0,157500,328549.5
114751,0,225000,437580
114754,0,157500,143012.5
114769,0,130500,54000
114784,0,135000,68715
114786,1,112500,90576
114795,0,175500,202500
114799,0,247500,153740.9
114809,0,252000,21654
114817,0,157500,396270
114820,0,112500,76500
114822,0,157500,65358
114833,1,157500,0
114843,1,418500,157491
114851,0,67500,67608.36
114855,0,121500,27075.38
114862,0,211500,89550
114863,0,121500,139044.2
114872,0,135000,22500
114880,0,202500,108000
114883,0,306000,129352.5
114885,0,135000,22500
114887,0,225000,477000
114892,0,315000,1180895
114895,0,81000,65700
114898,0,54000,153013.5
114905,0,157500,225000
114931,0,337500,43615.35
114932,0,202500,466200
114934,0,112500,35459.14
114961,0,135000,174325.5
114963,0,175500,22886.73
114977,0,225000,900000
114981,0,247500,14842.44
115031,0,112500,13270.5
115037,0,270000,15795
115039,0,270000,305712
115040,0,135000,30469.5
115043,0,135000,104085
115052,0,225000,2898000
115057,0,290250,63652.05
115060,0,81000,3150000
115064,0,112500,445500
115067,0,292500,524403
115071,0,162000,17775
115074,0,135000,33331.5
115084,0,225000,225000
115095,0,157500,112500
115097,0,315000,675000
115103,0,103500,29898
115104,1,238500,55794.69
115106,0,180000,32400
115109,0,193500,33187.5
115112,0,225000,62532
115115,0,180000,39555
115126,0,360000,90000
115139,0,112500,787500
115150,0,135000,90000
115153,0,180000,585045
115156,0,270000,18675
115160,0,157500,80392.5
115168,0,292500,90000
115176,0,247500,1035000
115188,0,126000,67050
115190,0,157500,67500
115191,1,157500,8100000
115192,0,211500,270000
115202,0,450000,48384
115205,0,247500,6750000
115223,1,360000,540000
115224,0,225000,135184.5
115232,0,99000,476730
115233,0,225000,152820
115235,0,157500,81868.86
115236,1,157500,0
115238,0,270000,47497.5
115250,0,202500,22500
115252,0,112500,155250
115256,0,180000,281484
115258,0,90000,229500
115259,0,225000,0
115265,0,90000,34371
115273,0,90612,35766
115275,1,180000,252000
115288,0,112500,500562
115295,0,90000,22500
115302,0,270000,71091
115303,1,112500,47164.5
115304,0,135000,56695.5
115305,0,135000,279450
115335,0,180000,612000
115336,0,189000,51516
115348,0,157500,37930.5
115349,0,157500,27616.5
115369,0,117000,252000
115375,0,135000,112500
115381,0,175500,328500
115383,0,112500,675000
115391,0,157500,51948
115392,0,225000,133573.5
115395,0,360000,113125.5
115402,0,117000,188168.4
115414,0,450000,33705
115417,0,270000,180000
115418,0,135000,77445
115424,0,103500,315000
115425,0,382500,111532.5
115430,0,135000,64090.44
115435,0,315000,67500
115449,0,202500,155250
115455,0,247500,270000
115458,0,234000,217080
115460,0,202500,62055
115461,0,112500,474300
115462,0,180000,159106.5
115476,0,135000,270000
115487,0,112500,108238.5
115488,0,135000,37281.96
115490,0,135000,90000
115492,0,157500,112500
115501,0,171000,135846
115526,0,166500,66820.5
115527,0,225000,225000
115528,0,180000,65151
115540,0,121500,90000
115545,0,180000,94500
115547,0,202500,26914.14
115552,0,112500,247500
115554,0,49500,157500
115559,0,135000,252000
115564,0,157500,110376
115565,0,225000,324000
115583,0,180000,94869.04
115585,0,225000,67500
115589,0,180000,135000
115590,0,103500,495000
115601,0,135000,23625
115602,0,135000,296703
115603,0,171000,150826.5
115604,0,202500,237600
115610,0,225000,360000
115611,0,135000,81018
115614,0,112500,170721
115639,0,157500,216000
115640,0,157500,43818.12
115659,0,90000,81302.54
115668,0,270000,159525
115670,0,67500,28345.5
115675,0,202500,32755.5
115678,0,67500,56511
115679,0,157500,953388
115681,0,360000,324000
115685,0,180000,183600
115691,0,135000,50997.6
115697,0,157500,254700
115701,0,315000,1012979
115702,0,198256.5,105300
115715,0,99000,143592.1
115721,0,202500,262806
115724,0,121500,187128
115738,0,157500,95400
115740,1,270000,180000
115743,0,180000,26631
115744,1,103500,225000
115751,0,135000,270000
115755,0,148500,0
115761,0,270000,180000
115762,1,135000,0
115763,0,67500,13500
115766,1,135000,135000
115769,0,202500,96750
115770,0,180000,151303.5
115774,0,153000,135000
115776,0,270000,143804.8
115782,0,135000,0
115790,0,180000,225000
115799,0,454500,135000
115805,0,225000,89298
115808,0,112500,28201.68
115822,0,157500,225000
115824,0,360000,36000
115826,0,112500,39285
115832,0,247500,73440
115833,0,135000,132516
115838,0,112500,177237
115839,0,252000,594000
115847,0,270000,225000
115853,0,139500,122980.5
115862,0,162000,112315.5
115863,0,157500,252000
115868,0,405000,45769.5
115873,0,247500,0
115879,0,855000,585000
115884,0,90000,67500
115889,0,157500,591255
115892,0,135000,459
115908,0,112500,85482
115914,0,157500,57575.07
115917,0,157500,900000
115920,0,405000,1800000
115921,0,225000,34033.5
115926,0,135000,279000
115930,0,630000,61192.35
115942,0,112500,963000
115945,0,112500,22900.5
115947,0,106200,0
115951,0,157500,135000
115955,0,112500,102011.4
115959,0,180000,23026.5
115961,1,90000,85500
115964,0,148500,90000
115966,0,225000,1048271
115972,0,225000,202500
115982,1,135000,3375000
115989,1,360000,135000
115992,0,315000,100361.7
115993,0,180000,180000
115999,0,225000,76945.5
116000,0,180000,0
116002,0,135000,68139
116014,0,112500,45000
116020,0,180000,193455
116029,0,315000,90000
116034,0,180000,373500
116037,0,157500,53788.5
116050,1,148500,29548.8
116055,0,360000,540000
116063,0,90000,78750
116065,0,112500,596790
116069,0,157500,112500
116074,0,135000,45000
116078,0,270000,101393.3
116082,0,202500,28957.5
116083,1,175500,67500
116085,0,180000,93136.5
116090,0,135000,180000
116098,0,112500,84960
116099,0,180000,264150
116117,0,157500,177335.2
116126,0,216000,254700
116130,0,157500,22500
116151,0,139500,151164
116152,0,90000,18147.96
116160,0,225000,4500
116188,0,184500,27000
116190,0,135000,102924
116195,0,157500,2916000
116197,0,117000,20736
116200,0,94500,113274
116202,0,315000,540000
116217,0,90000,81577.44
116222,0,121500,0
116243,1,382500,494550
116245,0,225000,160155
116246,0,225000,1350000
116248,0,157500,52600.5
116251,0,427500,900000
116252,0,157500,6750
116253,0,90000,157050
116254,0,270000,58644.9
116261,0,315000,48397.5
116262,0,112500,64033.2
116264,0,67500,33921
116267,1,112500,152820
116274,0,292500,1137938
116275,0,90000,180000
116282,0,157500,135000
116285,0,126000,36900
116286,0,202500,131799.4
116295,0,76500,405000
116300,0,225000,51871
116305,0,247500,95712.12
116317,0,76500,3325500
116324,0,337500,58860
116329,0,157500,55012.5
116332,0,135000,45000
116334,0,225000,1004877
116345,0,144000,13933.17
116351,0,112500,180000
116354,0,292500,148500
116355,0,112500,111375
116356,0,112500,45000
116358,0,117000,225000
116360,0,180000,144000
116365,0,112500,225000
116366,0,157500,90000
116369,0,76500,180000
116370,0,126000,51070.5
116375,0,108000,112500
116378,0,310500,132471
116379,0,126000,405000
116381,0,135000,47520
116382,0,135000,48100.5
116387,0,112500,248163.8
116390,0,207000,288000
116391,0,225000,60016.5
116394,0,112500,31851
116399,0,135000,165915.6
116403,0,112500,90000
116410,0,189000,270000
116423,0,292500,337500
116425,0,135000,43510.5
116431,1,117000,189000
116454,0,189000,4500000
116456,0,180000,26550
116463,0,292500,112500
116464,1,130500,73174.5
116476,1,189000,83475
116482,0,90000,22194.94
116489,0,126000,191623.5
116497,0,135000,144000
116499,0,225000,149130
116500,0,180000,94806.36
116507,0,112500,217813.8
116519,0,225000,31630.5
116522,0,135000,54000
116523,0,360000,270000
116527,0,189000,67248
116529,0,157500,174667.5
116530,0,135000,990000
116534,0,135000,45000
116540,0,45000,55233.86
116541,0,135000,120060
116545,0,180000,187684.9
116549,0,112500,1350000
116555,0,225000,101169
116559,0,76500,73620
116561,0,171000,305865
116568,0,157500,497098.7
116571,0,108000,51165
116573,0,247500,34618.5
116588,0,225000,63382.5
116593,0,270000,2654438
116594,0,225000,486000
116602,0,202500,48141
116603,1,144000,900000
116610,0,180000,69930
116616,0,103500,76162.5
116617,1,225000,874152
116624,0,225000,567000
116625,1,247500,0
116627,0,202500,675000
116628,0,126000,36680.4
116629,0,175500,7056000
116634,0,90000,62010
116636,0,157500,43290
116639,0,135000,71383.5
116640,0,180000,190429.2
116648,0,180000,270000
116650,0,270000,42802.61
116651,0,171000,1800000
116669,1,112500,22500
116701,0,144000,135000
116713,0,247500,225000
116728,0,112500,119772
116732,0,270000,111375
116740,0,360000,3079476
116748,0,315000,180700.3
116750,0,126000,68850
116762,1,135000,51421.5
116763,0,270000,433475.8
116770,1,81000,90000
116771,0,202500,99909
116773,0,225000,22873.5
116774,0,166500,50248.44
116780,0,202500,0
116782,0,202500,172878.8
116792,0,202500,135000
116796,1,157500,129415.5
116797,0,112500,675000
116821,0,54000,67500
116823,0,351000,0
116824,0,126000,301500
116826,0,112500,118552.5
116830,0,135000,315000
116836,0,112500,84663
116839,0,247500,0
116842,0,157500,77657.09
116855,0,67500,179550
116858,0,135000,67500
116861,0,90000,24840
116878,0,157500,427500
116879,0,112500,4.5
116884,0,112500,13500
116898,0,72000,85513.5
116899,0,337500,94500
116903,0,72000,225000
116905,0,157500,1485000
116913,0,90000,30072.69
116919,0,225000,45000
116920,0,157500,24039
116922,0,144000,90000
116927,0,180000,53856
116928,0,180000,71968.5
116929,0,270000,0
116945,0,225000,450000
116950,0,171000,89059.5
116953,0,211500,180000
116962,1,135000,29992.5
116966,0,315000,544500
116968,0,270000,38983.86
116973,0,315000,270000
117014,0,202500,751500
117015,0,81000,23881.5
117016,0,270000,135000
117018,0,135000,0
117032,0,157500,324000
117048,0,112500,1436171
117067,0,202500,315000
117074,0,270000,82352.16
117079,0,180000,0
117082,1,73350,112500
117090,0,360000,1575000
117104,0,112500,112500
117106,1,207000,103500
117109,0,135000,5346000
117113,0,112500,0
117122,0,130500,45000
117123,0,157500,38340
117139,0,112500,50031
117143,1,225000,157500
117145,0,207000,36148.5
117147,0,81000,270000
117151,0,51691.5,92767.5
117155,0,180000,1800000
117159,0,360000,675000
117160,0,252000,28417.5
117190,0,360000,446688
117191,0,157500,67500
117204,0,900000,55462.5
117205,0,112500,270000
117208,0,112500,90675
117209,0,135000,67500
117215,0,607500,869962.5
117226,0,225000,142099.4
117229,1,225000,495000
117245,0,135000,58234.5
117248,0,225000,315324
117260,0,171000,154575
117263,0,112500,114750
117267,0,166500,44154
117273,0,225000,34463.25
117275,0,202500,450000
117277,1,337500,29861.46
117280,0,135000,144000
117288,0,135000,115339.5
117289,0,360000,737155.4
117291,0,75150,42915.6
117300,0,112500,55800
117301,0,108000,87763.5
117306,0,76500,50994
117322,0,85500,64350
117329,0,180000,805230
117331,1,180000,52542
117338,0,180000,297000
117351,0,270000,0
117352,0,261000,157500
117357,1,81000,46180.98
117360,1,450000,0
117365,0,135000,60750
117368,0,157500,53595
117369,0,256500,4923234
117376,0,202500,4500
117377,0,315000,33687
117379,0,225000,502650
117381,0,157500,112500
117386,1,270000,157500
117389,0,112500,134226
117397,0,135000,535500
117403,0,225000,315000
117405,0,90000,173858.9
117415,0,207000,81558
117420,0,157500,477900
117427,0,94500,119216.4
117433,0,180000,15750
117436,0,225000,45004.5
117442,0,90000,428517
117457,0,256500,149796
117468,0,112500,41197.5
117469,0,41940,78142.5
117470,0,225000,285120
117479,1,94500,49160.88
117486,0,144000,19768.5
117487,0,202500,247500
117490,1,112500,60493.5
117493,0,234000,6925500
117497,0,162900,9000
117499,0,153000,47925
117502,0,292500,304335
117508,0,103500,75847.5
117514,0,360000,225000
117522,0,166500,43240.14
117536,0,249750,121842.6
117537,0,67500,180000
117548,0,292500,17321.58
117550,0,135000,337500
117551,0,112500,337500
117556,0,180000,257395.5
117560,0,99000,146689.6
117566,0,247500,103608
117574,0,337500,60300
117578,0,193500,88447.5
117585,0,360000,207000
117586,0,189000,180000
117591,0,382500,58160.25
117600,0,225000,80415
117601,1,382500,175500
117602,0,225000,26229.6
117605,1,675000,75198.6
117607,0,157500,29205
117609,0,315000,224779.5
117613,0,360000,135000
117622,0,180000,675000
117631,0,360000,42124.5
117640,0,202500,44487
117642,0,135000,255459.3
117654,0,112500,30262.5
117658,0,292500,43830
117682,0,202500,135450
117690,0,90000,180000
117692,0,202500,626103
117696,0,270000,60097.5
117699,0,180000,45000
117714,0,157500,76338
117715,0,202500,87975
117717,0,148500,70533
117722,0,90000,13500
117734,0,202500,14661
117743,0,225000,46224
117756,0,270000,78390
117759,0,144000,0
117771,1,135000,342000
117773,0,90000,339750
117774,0,315000,360000
117778,0,139500,160596
117788,0,45000,15313.59
117795,0,112500,18855
117798,0,184500,233910
117807,0,135000,180000
117810,0,126000,72000
117821,0,112500,89055
117831,0,126000,163024.2
117836,0,229500,63580.5
117840,0,67500,136777.5
117846,0,472500,144298.3
117849,0,121500,53338.5
117855,0,90000,135000
117856,0,450000,50202
117860,0,292500,900000
117861,0,301500,1080000
117865,0,189000,355500
117866,0,225000,34614
117888,0,315000,2869106
117891,0,135000,44757
117892,0,135000,603000
117904,0,157500,48195
117914,0,261000,18000
117917,0,180000,225000
117929,0,135000,65115
117935,0,90000,175032
117937,0,112500,270000
117943,0,72000,50904
117946,0,112500,31135.5
117948,0,202500,37026.76
117950,0,108000,144294.8
117955,0,148500,35325
117956,0,135000,675000
117963,1,135000,270000
117964,1,157500,35911.8
117974,0,234000,32112
117977,0,270000,58068
117986,0,337500,45000
117992,1,112500,44705.79
117999,0,180000,450000
118003,0,225000,5805000
118009,0,171000,71104.5
118010,0,180000,337500
118012,0,297000,180000
118017,0,225000,382500
118022,0,117000,17464.5
118024,0,157500,129816
118027,0,180000,540000
118035,0,103500,74592
118049,0,495000,225000
118050,0,135000,22500
118057,0,225000,90000
118059,0,157500,1300383
118075,1,81000,30096
118083,0,93010.5,44527.5
118084,0,162000,270000
118088,0,112500,90000
118096,0,112500,88452
118107,0,135000,256500
118109,0,112500,238500
118117,0,81000,89267.49
118120,0,157500,900000
118130,0,81000,225000
118147,0,225000,103500
118182,0,225000,450000
118200,0,157500,119384.9
118204,0,292500,28629
118217,0,112500,137430
118228,0,270000,1170000
118240,0,382500,327798
118249,0,247500,138118.5
118260,0,157500,93240
118261,0,202500,391500
118275,0,180000,90000
118284,0,157500,137115
118288,0,90000,45000
118289,0,112500,103500
118296,0,157500,225000
118297,0,135000,161487
118300,0,202500,13819.5
118306,0,67500,90000
118309,0,297000,3375000
118323,0,180000,18247.5
118327,1,126000,67455
118333,0,445500,0
118334,1,157500,54000
118341,0,171000,504000
118348,0,157500,477000
118362,1,180000,46858.5
118363,0,180000,48177
118375,1,450000,72874.26
118380,1,157500,720000
118381,0,135000,391500
118395,0,450000,513000
118397,0,135000,61200
118399,0,135000,180000
118409,0,270000,0
118412,0,225000,90000
118420,0,67500,27684
118422,0,225000,344250
118424,0,360000,1242000
118431,1,175500,380700
118439,0,90000,123410.2
118442,0,180000,90531.04
118462,0,135000,17390.88
118465,0,180000,82471.5
118478,0,292500,26406
118485,0,360000,28215
118524,0,211500,80163
118527,0,180000,315000
118528,0,180000,621000
118537,0,189000,157500
118543,0,225000,486000
118553,0,144000,24475.5
118554,0,337500,180000
118566,0,247500,32209.92
118570,0,55800,450000
118572,0,157500,576000
118586,0,180000,931500
118595,0,67500,51718.5
118598,0,112500,405000
118604,0,292500,900000
118605,0,202500,279000
118612,1,117000,68715
118621,0,202500,34884.63
118635,0,166500,31500
118652,0,270000,28777.5
118657,0,225000,29160
118658,0,405000,157500
118663,0,216000,450000
118665,0,90000,72819
118671,0,135000,450000
118687,1,157500,405000
118693,0,180000,10831.5
118704,0,202500,180000
118705,0,202500,1421924
118708,0,270000,80384.4
118711,0,202500,225000
118714,0,225000,67500
118721,0,126000,208768.5
118738,0,360000,224910
118753,0,180000,225000
118755,0,93550.5,225000
118765,0,135000,59760
118776,0,90000,180000
118795,0,270000,0
118796,0,360000,2700000
118798,0,225000,4275000
118800,0,112500,292500
118801,0,315000,2571750
118813,0,157500,216000
118817,0,157500,32400
118821,0,274500,36915.89
118827,0,202500,41269.5
118830,0,157500,135000
118833,0,121500,568800
118838,0,225000,28246.5
118847,0,180000,43884
118853,0,166500,30276
118860,0,247500,360000
118861,0,157500,163984.5
118868,1,148500,45000
118875,0,144000,0
118877,0,189000,974362.5
118881,0,157500,179698.5
118882,0,180000,450000
118887,0,90000,13788.81
118892,0,175500,765000
118909,0,270000,225000
118927,0,247500,1800000
118938,0,157500,45072
118941,0,450000,877356
118942,0,225000,99000
118943,0,99000,117000
118945,0,126000,135000
118955,0,157500,130059
118962,0,180000,96750
118963,0,166500,90000
118965,0,121500,337500
118972,0,135000,56002.5
118987,0,157500,225000
118988,0,112500,84330
118990,1,225000,196506
118992,0,270000,202500
119007,0,157500,67500
119024,0,270000,810000
119029,0,256500,93564
119037,0,135000,246663
119038,0,157500,189000
119042,0,144000,621900
119046,0,270000,0
119061,0,130500,59814
119063,0,157500,674550
119070,0,135000,146925
119071,0,247500,127444.9
119074,0,112500,62190
119077,0,202500,64125
119087,0,225000,41206.54
119092,0,360000,58558.95
119094,0,202500,45000
119096,0,126000,225000
119110,0,234000,148410
119112,0,157500,173092.5
119120,0,180000,32837.18
119123,0,247500,70987.5
119127,1,157500,90000
119128,0,135000,60342.75
119132,0,157500,270000
119134,0,292500,2376000
119135,0,157500,139500
119142,0,126000,1377000
119159,0,225000,63607.5
119161,0,189000,486000
119180,0,225000,247500
119189,1,135000,270000
119190,0,135000,675000
119201,0,225000,4005000
119203,0,157500,0
119204,0,315000,67500
119206,0,180000,54926.19
119209,0,193500,38494.26
119214,0,189000,0
119215,0,405000,540000
119227,0,202500,414000
119228,0,157500,153000
119231,0,270000,145528.9
119233,0,193500,47965.5
119234,0,67500,16883.28
119239,0,292500,65349
119249,0,103500,66172.5
119256,0,360000,319500
119260,0,171000,702000
119261,0,49500,64845
119293,0,216000,724500
119297,0,126000,519194.2
119316,0,405000,53415
119323,0,180000,450000
119324,0,135000,158229
119327,1,67500,326605.5
119332,0,270000,96844.5
119336,0,112500,900000
119346,0,121500,238428
119351,0,256500,20007
119352,0,180000,0
119379,0,247500,0
119390,0,112500,67500
119402,0,135000,90000
119406,1,180000,69697.98
119408,0,175500,30574.35
119410,0,247500,32983.2
119411,1,162000,33939
119419,0,382500,110587.5
119427,0,135000,134456.9
119429,0,193500,26595
119434,0,337500,675000
119435,0,180000,112500
119437,1,180000,147407.5
119438,0,180000,37107
119439,0,180000,675000
119442,0,135000,67500
119455,1,256500,0
119456,0,337500,225000
119457,0,382500,76147.2
119459,0,180000,90000
119470,0,112500,90000
119478,0,112500,202500
119495,0,180000,0
119504,0,67500,427500
119505,0,90000,0
119507,0,135000,127440
119517,0,130500,137610
119521,0,90000,114892.6
119538,0,135000,55687.5
119547,0,126000,1125000
119551,1,157500,27724.5
119552,0,166500,137677.5
119555,0,112500,4475250
119557,0,90000,360000
119558,0,315000,60039
119563,0,135000,36261
119564,0,157500,3825000
119569,0,180000,92106
119578,0,210150,6988500
119580,0,121500,112500
119582,0,135000,23423.44
119588,0,225000,135000
119605,0,216000,61204.5
119606,0,225000,67500
119611,0,247500,4500000
119612,0,135000,76500
119614,0,112500,71796.15
119615,0,135000,19980
119617,0,135000,56290.05
119622,0,211500,48015
119638,0,103500,172125
119645,0,103500,4500
119653,0,247500,34015.5
119662,0,202500,292500
119667,0,202500,540000
119676,0,135000,34965
119677,0,247500,349996.5
119684,0,202500,102595.5
119690,0,180000,900000
119691,0,112500,180000
119700,0,135000,60075
119705,0,135000,585000
119710,0,202500,66503.52
119711,0,157500,225000
119714,0,157500,136201.5
119726,1,135000,45000
119727,0,135000,119043
119728,0,90000,0
119730,0,135000,699300
119748,0,135000,50557.5
119763,0,270000,270000
119764,1,67500,493902
119774,0,112500,0
119775,0,137700,810000
119776,0,270000,0
119777,0,225000,540000
119790,0,202500,39357
119793,1,162000,90000
119795,0,180000,90000
119797,0,202500,386037
119799,0,135000,0
119816,0,225000,900000
119837,0,270000,41559.39
119838,0,157500,0
119845,0,157500,52447.5
119851,0,360000,0
119856,0,202500,0
119867,0,135000,34157.7
119873,0,148500,225000
119877,0,157500,0
119885,0,157500,1368000
119891,0,225000,61389
119893,0,157500,2486250
119902,0,225000,0
119905,1,157500,18000
119907,0,119250,89059.5
119911,0,157500,119103.8
119913,0,135000,67500
119919,0,157500,237150
119920,0,90000,88200
119927,0,157500,0
119928,0,135000,45000
119945,0,90000,47074.5
119950,1,234000,270000
119954,0,180000,254250
119975,0,225000,450000
119978,1,135000,157500
119979,0,121500,247500
119981,0,112500,56568.42
119991,0,157500,180000
119995,0,67500,34182
119996,0,157500,135000
120001,0,90000,58266
120005,0,157500,675000
120007,0,225000,128632.5
120016,0,202500,46575
120023,0,112500,176760
120028,0,202500,51651
120031,0,180000,16150.5
120035,0,90000,522000
120039,1,144000,25870.5
120044,0,157500,81990
120047,0,202500,353250
120048,0,157500,483975
120049,0,229500,82800
120058,0,148500,225000
120068,0,112500,225000
120079,0,135000,45000
120080,0,126000,315000
120082,0,135000,0
120083,0,202500,2214000
120085,0,135000,58500
120090,0,112500,151636.5
120112,1,135000,79580.34
120119,0,193500,73813.5
120121,0,360000,30919.5
120126,0,103500,90436.5
120132,0,135000,23062.5
120141,0,162000,67500
120144,0,67500,61843.5
120147,1,72000,1087920
120162,0,360000,2421045
120164,0,180000,36297.27
120174,0,112500,985500
120183,0,83250,18900
120186,0,225000,0
120191,0,135000,315000
120199,0,81000,51030
120206,0,315000,225000
120209,0,157500,124110
120215,1,211500,44613
120219,0,135000,112500
120222,0,270000,3600000
120226,0,193500,229500
120228,0,135000,0
120229,1,157500,780750
120244,0,157500,97314.3
120257,0,90000,47578.14
120260,1,90000,86733
120263,0,495000,69210
120270,0,184500,89424
120285,0,162000,675000
120286,0,180000,103095
120289,1,225000,463500
120297,0,193500,135000
120303,0,225000,66247.43
120327,0,202500,133884
120331,0,279000,61303.5
120339,0,180000,27394.38
120345,0,157500,1859396
120350,0,135000,24390
120354,0,76500,135000
120355,1,157500,44329.5
120356,0,382500,148500
120366,0,207000,540000
120367,0,112500,13500
120368,0,157500,207000
120369,0,202500,374746.5
120371,0,225000,237870
120374,0,112500,1012500
120375,0,283500,164020.5
120379,0,247500,111334.5
120381,0,54000,54445.5
120382,0,67500,80910
120391,0,225000,360000
120398,0,81000,26739.72
120403,0,112500,76230
120409,0,405000,4500
120423,0,292500,2193750
120429,0,103500,30933.9
120431,0,135000,180000
120442,0,540000,132480
120443,0,126000,20969.55
120444,0,225000,25641
120445,0,337500,1336500
120454,0,112500,0
120455,0,135000,112500
120456,0,112500,39312
120471,1,90000,4500
120477,0,180000,83569.5
120485,0,135000,24423.3
120489,1,315000,754225.1
120493,0,144000,35271.18
120494,0,67500,50409
120497,0,292500,2106000
120508,0,360000,70834.5
120525,0,180000,450000
120529,0,63000,137250
120533,0,202500,630000
120560,0,135000,1575000
120587,0,270000,291600
120589,0,202500,20695.5
120590,0,270000,222565.5
120592,0,90000,0
120594,0,180000,450000
120597,0,202500,450000
120606,0,337500,801000
120620,0,225000,360000
120629,0,135000,17968.5
120640,0,256500,351810
120641,0,90000,310500
120653,0,216000,135000
120657,0,202500,145557
120670,0,315000,112500
120673,0,90000,157500
120689,1,135000,855562.5
120700,0,81000,113170.5
120703,0,157500,20002.5
120712,0,247500,170599.5
120722,0,225000,99481.5
120724,0,225000,900000
120729,0,135000,4500
120732,0,224995.5,508500
120745,0,157500,180000
120750,0,126000,102577.5
120751,1,180000,64975.5
120753,0,243000,0
120760,0,135000,133119
120775,0,157500,90000
120781,0,180000,129272.4
120782,0,135000,0
120785,0,256500,175455
120788,0,157500,1417500
120790,0,189000,21015
120792,0,112500,909729
120798,0,247500,516649.5
120801,1,157500,170995.5
120802,0,450000,83632.5
120816,0,292500,450000
120823,0,180000,56341.8
120835,0,270000,3150000
120838,0,135000,33660
120846,0,193500,82350
120850,0,171000,2575737
120851,0,112500,90000
120862,0,405000,180000
120863,0,315000,135000
120865,0,360000,449955
120882,1,180000,32400
120883,0,225000,22702.5
120896,0,135000,8550000
120898,0,225000,18000
120899,0,135000,55458
120907,0,270000,117909
120909,1,99000,129478.5
120912,0,202500,337500
120925,0,135000,206212.5
120929,1,315000,504000
120941,1,189000,0
120948,0,180000,365850
120950,0,180000,405000
120951,0,202500,186480
120959,0,112500,111628.8
120962,0,166500,122670
120968,0,261000,89100
120975,0,454500,1.01295e+07
120976,0,153000,286989.8
120985,0,90000,292500
120986,0,135000,85000.5
120990,0,238500,238050
120993,0,180000,116960.9
120996,0,126000,98010
120998,0,171000,13819.95
121014,0,112500,166500
121017,0,135000,24300
121032,0,108000,675000
121036,1,450000,1350000
121042,1,166500,39303
121052,0,157500,270000
121063,0,247500,1350000
121079,1,202500,14809.5
121085,0,180000,1674162
121093,0,382500,154499.4
121110,0,112500,67500
121121,1,193500,25890.84
121129,0,157500,225000
121133,0,135000,219775.5
121138,0,157500,65254.5
121140,0,45000,180000
121143,0,135000,5220000
121148,0,247500,1350000
121161,1,108000,135000
121164,0,157500,59400
121168,0,103500,307251.3
121177,0,157500,270000
121182,0,135000,194445
121184,0,130500,33610.5
121193,0,85500,245250
121194,0,270000,1581917
121196,0,180000,450000
121199,0,202500,153243
121202,0,135000,360000
121207,0,180000,43919.37
121209,0,337500,225000
121210,0,90000,225000
121213,1,162000,247275
121216,0,225000,34933.72
121229,0,202500,675000
121231,1,450000,135000
121235,0,306000,112500
121250,0,67500,59019.89
121251,0,202500,0
121256,0,225000,19260
121267,0,270000,58275
121268,0,112500,92700
121270,0,103500,180000
121277,0,135000,27939.42
121286,0,338746.5,225000
121292,0,135000,63940.5
121298,0,450000,675000
121301,0,90000,0
121303,0,265500,234891
121305,0,121500,70053.75
121306,1,112500,247275
121307,0,81000,28966.95
121311,0,333000,675000
121312,0,270000,135000
121320,0,202500,129559.5
121324,1,247500,24295.63
121327,0,81000,4500
121330,0,270000,25294.14
121339,0,81000,130500
121342,1,76500,135000
121349,0,112500,0
121355,1,112500,22500
121358,0,180000,66739.5
121365,0,360000,67500
121385,0,450000,97888.5
121406,0,292500,1800000
121410,1,180000,315000
121421,0,180000,27108
121426,0,139500,63252
121436,0,135000,48060
121441,0,180000,98626.5
121442,0,225000,26910
121450,0,180000,44860.5
121462,0,225000,1157850
121466,0,247500,44127
121467,0,292500,247500
121468,0,135000,45306.09
121471,0,247500,22500
121474,0,157500,41220
121475,0,108000,140085
121491,0,103500,157500
121509,0,225000,1336820
121512,0,360000,90000
121517,0,144000,185850
121522,0,202500,13500
121550,1,157500,130500
121551,0,112500,25448.31
121561,0,67500,320746.5
121563,1,225000,197270.5
121564,0,202500,450000
121565,0,180000,0
121570,0,85500,193500
121574,0,135000,369000
121584,0,270000,948600
121589,0,180000,112500
121590,0,450000,135000
121604,0,90000,50422.5
121605,0,225000,675000
121607,0,135000,337500
121613,0,126000,270000
121616,0,292500,202500
121636,0,328500,423000
121643,0,176175,513000
121652,0,135000,56295
121655,1,135000,824571
121661,0,112500,198000
